date,sku,category,price,quantity
2026-04-22,"ELE-0081","Mouse",1692,10
2026-04-25,"ELE-0026","Smartphone",81857,3
2026-04-26,"ELE-0137","Power",10829,1
2026-04-27,"ELE-0015","Earbuds",119749,8
2026-04-27,"ELE-0114","Earbuds",17795,2
2026-04-28,"ELE-0041","Camera",81822,7
2026-04-28,"ELE-0009","Speaker",65719,10
2026-04-29,"ELE-0115","Headphones",36319,1
2026-04-29,"ELE-0092","Headphones",133850,8
2026-04-29,"ELE-0120","Laptop",26003,14
2026-05-04,"ELE-0112","Monitor",22156,14
2026-05-06,"ELE-0132","Smartwatch",63413,11
2026-05-07,"ELE-0018","Power",108180,6
2026-05-08,"ELE-0143","Power",43626,6
2026-05-08,"ELE-0057","Mouse",12659,3
2026-05-09,"ELE-0120","Laptop",26003,9
2026-05-10,"ELE-0102","Power",108393,7
2026-05-12,"ELE-0041","Camera",81822,7
2026-05-15,"ELE-0148","Camera",6728,5
2026-05-16,"ELE-0055","Cable",146950,5
2026-05-17,"ELE-0120","Laptop",26003,6
2026-05-17,"ELE-0003","Camera",144762,15
2026-05-17,"ELE-0022","Camera",120011,1
2026-05-18,"ELE-0053","Speaker",26061,2
2026-05-19,"ELE-0103","Mouse",22610,14
2026-05-20,"ELE-0142","Power",94578,11
2026-05-20,"ELE-0135","Router",119336,3
2026-05-21,"ELE-0080","Headphones",98304,3
2026-05-22,"ELE-0009","Speaker",65719,8
2026-05-23,"ELE-0008","Tablet",91868,3
2026-05-24,"ELE-0131","Mouse",18990,9
2026-05-24,"ELE-0126","Router",16105,5
2026-05-24,"ELE-0148","Camera",6728,1
2026-05-27,"ELE-0142","Power",94578,2
2026-05-27,"ELE-0128","Monitor",87933,10
2026-05-28,"ELE-0115","Headphones",36319,9
2026-05-29,"ELE-0113","Smartphone",125949,5
2026-05-30,"ELE-0118","Tablet",106112,13
