date,sku,category,price,quantity
2026-05-15,"GRO-0112","Oil",350,3
2026-05-15,"GRO-0090","Lentils",1255,6
2026-05-15,"GRO-0125","Sweets",1278,5
2026-05-20,"GRO-0051","Lentils",216,15
2026-05-23,"GRO-0057","Sugar",1033,4
2026-05-25,"GRO-0107","Onion",1280,9
2026-05-27,"GRO-0073","Bread",850,6
2026-05-27,"GRO-0145","Spices",898,4
2026-05-27,"GRO-0139","Salt",342,14
2026-05-27,"GRO-0107","Onion",1280,2
2026-05-27,"GRO-0013","Cheese",578,5
2026-05-28,"GRO-0129","Biscuits",1329,4
2026-05-30,"GRO-0050","Potato",689,11
