date,sku,category,price,quantity
2026-05-08,"HAR-0071","Cement",333,12
2026-05-09,"HAR-0120","Paints",7774,5
2026-05-12,"HAR-0038","Nails",3625,13
2026-05-13,"HAR-0075","Wrench",3224,5
2026-05-15,"HAR-0090","Tape",1334,1
2026-05-16,"HAR-0089","Hammer",864,8
2026-05-17,"HAR-0073","Screwdriver",2097,3
2026-05-19,"HAR-0097","Drill",4770,15
2026-05-19,"HAR-0001","Hammer",2576,5
2026-05-20,"HAR-0079","Sandpaper",6217,4
2026-05-20,"HAR-0103","Hammer",9786,2
2026-05-20,"HAR-0065","Cement",6024,2
2026-05-21,"HAR-0100","Tape",1664,9
2026-05-22,"HAR-0129","Glue",1915,6
2026-05-22,"HAR-0114","Paint",2436,1
2026-05-23,"HAR-0129","Glue",1915,2
2026-05-24,"HAR-0109","Paints",825,10
2026-05-25,"HAR-0076","Drill",3851,14
2026-05-26,"HAR-0023","Nuts",5358,13
2026-05-26,"HAR-0134","Cement",6392,15
2026-05-26,"HAR-0099","Paints",9859,6
2026-05-26,"HAR-0142","Switch",1697,6
2026-05-27,"HAR-0074","Cement",3765,5
2026-05-28,"HAR-0076","Drill",3851,14
2026-05-28,"HAR-0094","Cement",3246,15
2026-05-29,"HAR-0004","Screwdriver",6231,10
2026-05-29,"HAR-0147","Paints",9980,14
2026-05-31,"HAR-0121","Paints",8797,2
2026-05-31,"HAR-0052","Bulb",9166,2
