date,sku,category,price,quantity
2026-04-23,"FAS-0066","Belt",12156,13
2026-04-25,"FAS-0147","Cap",13847,9
2026-04-26,"FAS-0111","Wallet",4751,13
2026-04-26,"FAS-0010","Shirt",4268,8
2026-04-26,"FAS-0113","Watch",7151,13
2026-04-26,"FAS-0084","Belt",14013,5
2026-04-27,"FAS-0011","Jacket",4407,9
2026-04-28,"FAS-0138","Skirt",5974,10
2026-04-30,"FAS-0144","Wallet",461,15
2026-04-30,"FAS-0135","Cap",407,15
2026-05-01,"FAS-0139","Socks",12598,14
2026-05-02,"FAS-0132","T-Shirt",14579,6
2026-05-02,"FAS-0080","Dress",10780,10
2026-05-02,"FAS-0008","Watch",2152,1
2026-05-02,"FAS-0060","Belt",4762,11
2026-05-06,"FAS-0002","Jeans",6245,6
2026-05-06,"FAS-0107","Hoodie",2463,14
2026-05-08,"FAS-0009","Wallet",3069,11
2026-05-08,"FAS-0119","Sneakers",13715,8
2026-05-10,"FAS-0024","Shirt",5166,1
2026-05-10,"FAS-0134","Skirt",994,12
2026-05-12,"FAS-0096","Belt",9937,6
2026-05-12,"FAS-0020","T-Shirt",11638,9
2026-05-14,"FAS-0023","Socks",2193,8
2026-05-16,"FAS-0011","Jacket",4407,7
2026-05-17,"FAS-0110","Hoodie",14861,13
2026-05-19,"FAS-0125","Watch",11713,9
2026-05-19,"FAS-0004","Shirt",9969,8
2026-05-20,"FAS-0059","Belt",1745,11
2026-05-20,"FAS-0109","Jacket",9289,6
2026-05-21,"FAS-0066","Belt",12156,11
2026-05-21,"FAS-0013","Watch",4984,4
2026-05-21,"FAS-0121","Sunglasses",2997,9
2026-05-22,"FAS-0049","Skirt",8203,3
2026-05-23,"FAS-0086","Watch",14798,5
2026-05-25,"FAS-0080","Dress",10780,8
2026-05-26,"FAS-0010","Shirt",4268,6
2026-05-27,"FAS-0148","Sunglasses",10844,2
2026-05-28,"FAS-0075","Jacket",8450,12
2026-05-29,"FAS-0090","Wallet",12110,14
2026-05-30,"FAS-0126","Skirt",13102,1
2026-05-31,"FAS-0138","Skirt",5974,15
